TF	Gene	Variance_Explained	Rank	Count	Sign
Arid3a	Plod3	0.12123728162238878	2873.8	2	1
Srf	Gsn	0.12106421623615135	3341.85	4	1
Terf1	Armcx2	0.12060812208691082	2872.8	2	1
Lyl1_Tal2	Riok3	0.12014429655993575	3340.25	4	1
Atf2	Ube2v1	0.1200050726231072	2867.4	2	-1
Zhx1	Riok3	0.1199607745948215	3101.15	3	1
E2f1	Anapc1	0.11971093887495517	3105.1	3	1
Deaf1	Golm1	0.11950575848891365	2871.7	2	-1
Zfp51	Golm1	0.11906361385671053	2869	2	-1
Pou2f2	Spry1	0.11841689871296564	2869.65	2	1
Nfkb2	Ube2v1	0.11698958244378177	2865.3	2	1
Mef2d	Dhrs1	0.1155354935361923	2864.9	2	1
Egr2	Dazap2	0.1152210868448853	2869.45	2	0
Jun	Ddr1	0.11490492452737518	3101.4	3	1
Bbx	Riok3	0.11429242238920842	3340.2	4	0
Cic	Spry1	0.11402236807275215	2866.9	2	-1
Stat3	Gsn	0.11400503743588408	2870.15	2	-1
Mafg	Spry1	0.11360182804367167	2863.55	2	1
Pbx2	Gja1	0.11333591823437159	3103.65	3	1
Rora	Golm1	0.11333152604188856	2866.95	2	1
Fli1	Anapc1	0.11324774720925372	2866.95	2	-1
Bcl6	Gsn	0.11231392936633293	3102.6	3	1
Tal2	Gja1	0.11229325500863403	3101.95	3	-1
Dbp	Dusp6	0.11221884590736497	2862.1	2	0
Zfp64	Dhrs1	0.11193979692963463	2866.05	2	-1
Nr3c1	Riok3	0.11083470926999292	2868.25	2	-1
Ankzf1	Psph	0.11026390768288281	3101.2	3	1
Plagl2	Anapc1	0.10874925025600982	2863.7	2	1
Cebpg	Armcx2	0.10867244651064087	2862.55	2	1
Zfp296	Tfg	0.10856383863122265	2863.4	2	1
Gm6710	Ddr1	0.10853684265156689	2862.45	2	1
Stat2	Tfg	0.10847505610565919	2869.05	2	-1
Bhlhe40	Golm1	0.10810867601334431	2866.8	2	0
Zfp202	Papss1	0.10792560378674891	3104.9	3	1
Elf1	Plod3	0.10782755461816336	2863.7	2	-1
Sp3	Golm1	0.10761411673784838	2865.25	2	1
Atf3	Papss1	0.10749271034528023	2860.55	2	0
Lyl1_Tal2	Spry1	0.10675401561105864	3103.8	3	1
Irf7	Plod3	0.10594342504927204	2861.5	2	0
Hes6	Ube2v1	0.10567367284725449	2863.25	2	1
Drap1	Ddr1	0.1056589260887919	2862.7	2	1
Mga	Golm1	0.1054985197671892	2863.95	2	1
Mxd4	Armcx2	0.10463411280166716	2866.45	2	1
Cdc5l	Sh2d3c	0.10335854368937358	2866.05	2	1
Elf1	Anapc1	0.10325389266298816	3575.85	5	1
Nfatc1	Riok3	0.10259611652795057	2863.35	2	0
Fosl1	Gja1	0.10154757518225814	3577.75	5	1
Egr1	Dazap2	0.10093908188936551	2860.65	2	0
Zfp526	Armcx2	0.10036465403461348	2864.55	2	-1
Nfat5	Sh2d3c	0.09997729982270318	2862.85	2	1
Foxo3	Golm1	0.09988232734723054	2864.55	2	1
Lyl1_Tal2	Tfg	0.09973315964362278	2863.85	2	1
Irf4	Tfg	0.09970223500143363	2863.6	2	0
Drap1	Dhrs1	0.09961423748193846	2864.4	2	1
Hes6	Sh2d3c	0.09890920186138258	2861.65	2	1
Zfx	Spry1	0.09885926133373762	2630.45	1	1
Eea1	Sh2d3c	0.09844300495481194	2627.65	1	-1
Bcl6	Ube2v1	0.09834030442242882	2863.85	2	1
Klf10_Klf11	Sh2d3c	0.09809715728287602	2863.25	2	-1
Hsf1	Tfg	0.09806114922056028	2864.6	2	1
Relb	Gsn	0.09798729717554476	2628.9	1	1
Fosl1	Emb	0.09762847388934201	2861.1	2	1
Hbp1	Aldh3a2	0.09740036060039371	2627.35	1	-1
Zbtb7b	Spry1	0.09712630957955043	2630.15	1	-1
Hsf1	Gsn	0.0960459181527122	2626.65	1	-1
Ahctf1	Aldh3a2	0.09556319508445764	2628.45	1	1
Elk4	Aldh3a2	0.09530297814072536	2628.65	1	-1
Batf	Aldh3a2	0.09505683903667553	2864.15	2	1
Cebpg	Gsn	0.09448603345233228	2861.4	2	1
Bhlhe40	Riok3	0.09415869767612722	2867.25	2	0
Myc	Emb	0.09392850028839468	2627.4	1	-1
Zfp617	Gja1	0.09380684939362058	3099.2	3	1
Rela	Sh2d3c	0.09357560334515377	2630.05	1	1
Hes6	Psph	0.09343052090378628	3096.5	3	1
E4f1	Spry1	0.09341886969929662	2628.8	1	1
Cc2d1a	Ube2v1	0.09338822619429518	2860.05	2	0
Sp3	Armcx2	0.09335615873098516	2858.75	2	1
Gabpa	Sh2d3c	0.09329205477104077	2629.95	1	1
Zfp101	Aldh3a2	0.09310172902315768	2866.45	2	0
Rxra	Riok3	0.09281119833377685	2628.6	1	-1
Foxp1	Sh2d3c	0.0927560414077852	2624.85	1	1
Irf2	Papss1	0.09270702525194278	2624.75	1	-1
Zbtb45	Ube2v1	0.0926933868971572	2628.95	1	1
Irf7	Papss1	0.09213994074817604	2627.45	1	-1
Hif3a	Riok3	0.0921314661119372	2626.8	1	1
Dbp	Aldh3a2	0.09199628817967093	2627.25	1	1
Bbx	Emb	0.09188608619196001	2858.5	2	1
Atf3	Aldh3a2	0.09168386554884929	3338.2	4	1
Sp100	Emb	0.09161659921776165	2627.65	1	1
Nr4a2	Ube2v1	0.09126177059120891	2624.45	1	-1
Foxo1	Aldh3a2	0.09078723404204395	2626.55	1	1
Elk3	Dazap2	0.09065719594276438	2626.35	1	1
Zfp526	Ube2v1	0.09044829185541206	2625.7	1	-1
Gm6710	Ube2v1	0.09037921578877488	3334.45	4	-1
Hmga1_Hmga1-rs1	Dhrs1	0.09031615800561676	2624.05	1	1
Aebp2	Gja1	0.09000433283585815	2625.8	1	1
Zkscan1	Slc38a1	0.08992737510328008	2625.7	1	1
Fosl2	Dusp6	0.08980818965462287	2626.3	1	1
Bhlhe40	Aldh3a2	0.08974316116524708	2861.75	2	1
Ahr	Ddr1	0.08972181835631031	2625.4	1	1
Bhlhe40	Anapc1	0.08960834702870935	2623.65	1	-1
Gfi1	Gja1	0.08940051669764372	2627.15	1	1
Stat5b	Gsn	0.08933005723530366	2627.6	1	-1
Zbtb7a	Dazap2	0.08919429081537825	2863.6	2	-1
Rest	Papss1	0.08914948810427399	2625.45	1	-1
Sp3	Plod3	0.08914405729043938	3098.2	3	1
Satb1	Ddr1	0.08910987346760867	2862.15	2	1
Bach1	Anapc1	0.08905085987522261	2627.05	1	-1
Patz1	Slc38a1	0.08825307290252457	2625.3	1	1
Thap7	Gsn	0.08800441743543949	2624.7	1	-1
Stat5b	Riok3	0.08769842348771487	2622.55	1	-1
Elf1	Armcx2	0.08761265522575527	3096.65	3	1
Junb	Ddr1	0.08756216164886027	2627.2	1	1
Zbtb44	Gja1	0.08750236975818977	2622.45	1	-1
Tcf3	Ube2v1	0.08743423928385943	2624.5	1	1
Zfp280c	Sh2d3c	0.08726973431883268	2858.85	2	1
Klf6	Armcx2	0.08722836579581397	2858.4	2	1
Batf	Sh2d3c	0.08714848389411742	2628.35	1	-1
Crem	Plod3	0.08705010030436162	2624.7	1	-1
Zfp472	Papss1	0.08700091399378802	2622.05	1	1
E2f1	Ube2v1	0.08698994264367026	2624.6	1	1
Hif1a	Gja1	0.0867281429947564	2624.65	1	1
Ets2	Psph	0.08672116365995106	2624.55	1	1
Sp4	Papss1	0.08652299939489592	3332.2	4	1
Zfp51	Ube2v1	0.08647252714050689	2859.55	2	-1
Rxrb	Spry1	0.0863849221954684	2624.4	1	1
Foxk2_Foxp1...	Armcx2	0.08577473075492845	2627.05	1	1
Foxn2	Dhrs1	0.08575363635046443	2860	2	1
Irf4	Ube2v1	0.08565377473312372	2625.65	1	-1
Egr3	Spry1	0.08564360043213207	2626.95	1	1
Patz1	Dusp6	0.08529060324874146	3809.3	6	0
Sp3	Dusp6	0.0851133826624765	2623.6	1	-1
Irf1	Spry1	0.08496527886550163	3098.75	3	1
Atf3	Sh2d3c	0.08491349663824446	2861.05	2	-1
Ankzf1	Dazap2	0.08490968625171404	2626.55	1	1
Ahctf1	Psph	0.0847717331414416	2627.65	1	1
Hif1a	Aldh3a2	0.08471248649814582	2621.45	1	-1
Hif3a	Golm1	0.08470935861105544	2623.9	1	-1
Klf6	Sh2d3c	0.08452308690608362	2624.05	1	-1
Phf20	Dusp6	0.08409781167959891	2623.2	1	1
Thap7	Tfg	0.0840649915937778	2624.1	1	1
Hif1a	Golm1	0.08400937481225892	2627.55	1	-1
Zfp62	Armcx2	0.08369445994012402	3096.05	3	1
Cdc5l	Golm1	0.08347587053826688	2627.15	1	-1
Atf2	Tfg	0.08343852140090899	2625.4	1	-1
Sp3	Sh2d3c	0.08342056332440631	2627.15	1	-1
Zfp386	Aldh3a2	0.08340675512216811	2621.15	1	-1
Ddit3	Dusp6	0.0832109636107887	2627.05	1	-1
Foxo1	Dhrs1	0.08318861300218022	2623.4	1	1
Myc	Ube2v1	0.0831330013343902	2861.25	2	1
Mafg	Sh2d3c	0.08278401437510452	2857.55	2	1
Arid2	Riok3	0.08275668249099377	2626.85	1	-1
Irf1	Riok3	0.082661745684986	2620.55	1	1
Lyl1_Tal2	Dusp6	0.08262803036572641	2623.2	1	1
Tsc22d1	Armcx2	0.0824768662454101	2622.75	1	1
Dzip1	Papss1	0.08208151643004455	2624.65	1	1
Ahr	Golm1	0.08183592677453257	2626.65	1	-1
Creb3l2	Dhrs1	0.08179115844000716	2626.55	1	-1
Foxk2_Foxp1...	Emb	0.0815563543930435	2622.45	1	1
Zfp35	Anapc1	0.08143703217217871	2623.7	1	1
Ahr	Papss1	0.08136257310468549	2620.15	1	-1
Hbp1	Papss1	0.08134134566848025	2626.45	1	-1
